name,description,product_id,id,isactive,scoring_weight
Site Identity and Permission Panels,"For issues relating to the site identity block in the location bar, site information panel (also known as ""Control Center""), and prompts from sites that require additional permissions (such as geolocation, camera, and microphone).",21,2428,1,0.25
Symbols,"Everything related to storing, retrieving, and updating debug symbols for analyzing Breakpad crashes.",76,2429,1,0.25
Review Board: DiffViewer,For bugs relating to viewing diffs and interdiffs.,145,2430,1,0.25
General,For Web Compatibility tooling or investigation bugs which do not fit into other more specific components.,152,2431,1,0.25
Project Deep Speech,Project Deep Speech is a voice platform project within connected devices that explores SST and TTS technology.,146,2432,1,0.25
Security,security related bugs about Participation Systems properties.,75,2433,1,0.25
Security,Security-Sensitive Cloud Services Bugs,55,2434,1,0.25
Graphics: WebRender,Bugs related to the integration of WebRender into Gecko.,1,2435,1,1
Heroku: Administration,"Requests for administrative changes to the company Heroku account, such as account creation, dns modification, or team changes.",10,2436,1,0.25
Operations: Normandy,For operations requests on Normandy.,55,2437,1,0.25
Operations: Pageshot,For operations requests on PageShot,55,2438,1,0.25
Operations: Storage,"For all operational issues related to Storage Services (Kinto, Syncto, Absearch)",55,2439,1,0.25
Operations: Shavar,Ops tasks related to the shavar product,55,2440,1,0.25
IPC,For bugs related to the IPC component of Marketing.,22,2441,1,0.25
Operations: Antenna,For operations requests on Antenna.,55,2442,1,0.25
Other,Anything that doesn't fit in any of the components,146,2443,1,0.25
Metrics: Data Tools,"For bug reports and feature requests related to the tools maintained by the Firefox Data Tools team (e.g. sql.telemetry.mozilla.org, analysis.telemetry.mozilla.org, Distribution Viewer).",55,2444,1,0.25
Project Magnet,"Project Magnet is your own, personal user agent for the content that is around you. Magnet democratizes storytelling so people never miss the nearby stories that matter to them.",146,2446,1,0.25
Layout: Web Painting,"Construction of display lists, hit-testing, building of Layers and painting.",1,2447,1,1
Lithium Migration,Issues and requests related to the migration from Kitsune to Lithium.,42,2448,1,0.25
MOC: Root Cause Analysis,Bugs to track the Root Cause Analysis (RCA) process for incidents.,107,2449,1,0.25
General,General Conduit bugs.,155,2450,1,0.25
Treeherder: SETA,"Bugs related to the automatic prioritization and selection of which test jobs are scheduled (<a href=""https://treeherder.readthedocs.io/seta.html"">more info</a>).",122,2451,1,0.25
Telemetry APIs for Analysis,Bugs relating to the telemetry APIs,156,2457,1,0.25
Scheduling,Issues with our use of Airflow,156,2458,1,0.25
Presto,Bugs against our use of Presto,156,2459,1,0.25
Telemetry Analysis Service (ATMO),Issues with the Telemetry Analysis Service (analysis.telemetry.mozilla.org),156,2460,1,0.25
Telemetry Aggregation Service,Issues related to the main telemetry.mozilla.org dashboards or aggregator. This component is not for filing bugs against other tools at various sub-domains of telemetry.mozilla.org.,156,2461,1,0.25
Spark,Issues with our use of Spark,156,2462,1,0.25
Documentation and Knowledge Repo (RTMO),Documentation requests and issues against the knowledge repo (reports.telemetry.mozilla.org),156,2463,1,0.25
HBase,Issues with the HBase service,156,2464,0,0.25
Distribution Viewer,Bugs against the distribution viewer,156,2465,1,0.25
Redash (STMO),Issues with the Mozilla deployment of Redash (sql.telemetry.mozilla.org),156,2466,1,0.25
Pipeline Ingestion,"Issues against nginx, Kafka, S3, data warehouse loader, Hindsight, Heka",156,2467,1,0.25
Monitoring & Alerting,"Requests for new monitors and alerts, as well as issues affecting existing ones",156,2468,1,0.25
Datasets: General,Incoming dataset bugs and requests. File requests for new datasets here.,156,2469,1,0.25
Datasets: Cross-Sectional,Bugs specific to the cross-sectional dataset,156,2470,0,0.25
Datasets: Crash Aggregates,Bugs specific to the crash aggregates dataset,156,2471,0,0.25
Datasets: Telemetry Aggregates,Bugs specific to the crash aggregates dataset,156,2472,1,0.25
Datasets: Longitudinal,Bugs specific to the various longitudinal datasets,156,2473,1,0.25
Datasets: Search,Bugs specific to the search dataset,156,2474,1,0.25
Datasets: Mobile,Bugs specific to the mobile dataset,156,2475,1,0.25
Datasets: Main Summary,Bugs specific to the main summary dataset,156,2476,1,0.25
Datasets: Client Count,Bugs specific to the client count dataset,156,2477,1,0.25
Datasets: Addons,Bugs specific to the addons dataset,156,2478,1,0.25
Datasets: Experiments,"Bugs specific to the datasets used for in-browser experiments (Telemetry Experiments, Test Pilot, SHIELD)",156,2479,1,0.25
Datasets: Events,Bugs specific to the events dataset,156,2480,1,0.25
DOM: Quota Manager,Longer description: For bugs in Gecko's centralized management of storage and disk usage quota in user profiles.,1,2481,1,1
Contributor and Question Forums,Contributor and Question Forums,157,2483,1,0.25
General,Miscellaneous requests that do not fit in any other component,157,2484,1,0.25
User Experience & Design,"Work related to usability, accessibility, interaction design and organizing site information",157,2485,1,0.25
Localization,"Bugs and feature requests around localizing pages, content and media on support.mozilla.org",157,2486,1,0.25
Knowledge Base Content,Bugs and feature requests around English KB Article content on support.mozilla.org,157,2487,1,0.25
Knowledge Base Software,Bugs and feature requests around the Lithium software for Knowledge Bases on support.mozilla.og,157,2488,1,0.25
Ask a Question Workflow,Bugs and feature requests around the Lithium software for asking a user support question about a Mozilla product on suppport.mozilla.org,157,2489,1,0.25
Search,Bugs and feature requests around the Lithium software for searching support.mozilla.org,157,2490,1,0.25
Users & Groups,Bugs and feature requests around Lithium user roles and permissions on support.mozilla.org,157,2491,1,0.25
Feature request,General feature requests for Lithium as implemented on support.mozilla.org including APIs,157,2492,1,0.25
Metrics / LSI,Bugs and feature requests around Lithium metrics aka “LSI” on support.mozilla.org,157,2493,1,0.25
WebVR,"Bugs with the WebVR functionality, including devices, graphics and integration",1,2494,1,1
DOM: Web Payments,"This component covers the WebPayments <a href=""https://w3c.github.io/browser-payment-api/"">Payment Request API</a> and <a href=""https://w3c.github.io/payment-handler/"">Payment Handler API</a> in Gecko.",1,2495,1,1
Matrix,The Matrix protocol implementation: an open protocol for real-time communication.,115,2496,1,0.25
Servo VCS Sync,Issues relating to the development of and running of the servo-vcs-sync system.,127,2497,0,0.25
CA Certificate Mis-Issuance,"Problems found in certificates issued by Certificate
Authorities included in the default certificate store.",16,2499,1,0.25
Window Management,Creation and management of top-level windows,1,2502,1,1
Security: Review Requests,Task queue for the Platform Integrity Security Team,21,2503,1,0.25
Antenna,Issues and requests related to the Antenna crash collector component.,76,2504,1,0.25
Phabricator,Bugs or enhancements related to the the Mozillas instance of Phabricator.,155,2506,1,0.25
Lando,Automated code-landing service integrated with Phabricator,155,2508,1,0.25
Infrastructure,"Bugs or enhancements related to the infrastructure used for deploying Phabricator and Lando to production, devel, and staging.",155,2509,1,0.25
Graveyard Tasks,"Bugs that relate to moving bugs, components and so on to the graveyard",70,2510,1,0.25
WebOps: Blogs,"Requests, support and issues related to blog.mozilla.org or any other Mozilla Blog",107,2512,1,0.25
Processor,Issues and requests related to the processor component,76,2513,1,0.25
General,Bugs which do not fit into other more specific Data Platform and Tools components,156,2514,1,0.25
DOM: File,"For bugs in the DOM Blob, DOM File and FileSystem APIs",1,2515,1,1
Editbugs Requests,Requests for EDITBUGS,70,2517,1,0.25
Extensions: PhabBugz,Bugs against the PhabBugz extension.,70,2518,1,0.25
Screenshots,For Firefox Screenshots system add-on bugs related to security and release tracking. Please file other bugs under https://github.com/mozilla-services/screenshots/issues. Non-security or release management bugs filed here will be closed as incomplete and moved to GitHub Issues,21,2519,1,0.25
Server: Screenshots,For Firefox Screenshots server bugs related to security and release tracking. Please file other bugs under https://github.com/mozilla-services/screenshots/issues. Non-security or release management bugs filed here will be closed as incomplete and moved to GitHub Issues,55,2520,1,0.25
Headless,For bugs related to headless browsing mode where Firefox is a web browser without a Graphical User Interface (GUI).,21,2521,1,0.25
Mission Control,Bugs and issues relating to the Mission Control project,55,2522,1,0.25
geckodriver,Proxy for using W3C WebDriver-compatible clients to interact with Gecko-based browsers.,47,2523,1,0.25
Manatee,"Mozilla Alert Notifications And Triggers on External Events
https://github.com/mozilla-services/project-manatee",55,2524,1,0.25
mozscreenshots,"A tool that helps detect visual regressions in Firefox by comparing screenshots (<a href=""https://developer.mozilla.org/en-US/docs/Mozilla/QA/Browser_screenshots"">more info</a>)",47,2525,1,0.25
Foxfooding,Bugs found through the FFx 57 foxfooding program will be filed in this component to be triaged to the appropriate buckets.,21,2526,1,0.0
FXTest-infra,"This includes issues surrounding the deployment, maintenance, and on-going operation of fx-test infrastructure including Jenkins, Test-Rail, and Servicebook.",55,2527,1,0.25
Operations,Bugs and issues associated with Data Operations,156,2528,1,0.25
WebPayments UI,"User Interface for the WebPayments <a href=""https://w3c.github.io/browser-payment-api/"">Payment Request API</a> and <a href=""https://w3c.github.io/payment-handler/"">Payment Handler API</a>.",30,2529,0,0.25
Measuring Tool,"For issues related to the Measuring Tool and Page Rulers within
Firefox Developer Tools",163,2530,1,0.25
Administration,"Administration requests for Conduit services, including Phabricator, such as requests for new repositories, username conflicts, etc.",155,2532,1,0.25
Documentation,Issues with and requests for documentation of Conduit services as found at https://moz-conduit.readthedocs.io.  This includes Mozilla-specific Phabricator use cases.,155,2533,1,0.25
Treeherder: Log Parsing & Classification,"Bugs regarding all aspects of log failure analysis - including log parsing, error summary generation, bug suggestions, human/automatic classification and the bug filer tool.",122,2534,1,0.25
Treeherder: Test-based View,Bugs regarding the alternate push view that summarises job results by the test name/group rather than by job.,122,2535,1,0.25
Session Restore,"For bugs in Firefox's session restore functionality, including the undo close tab feature.",74,2536,1,0.25
AWFY,For bugs related to the Are We Fast Yet testing framework.,47,2537,1,0.25
AWSY,For bugs related to the Are We Slim Yet testing framework.,47,2538,1,0.25
Bulk Bug Edit Requests,Requests for changes to large numbers of bugs without sending bugmail. Please include a link to the query or buglist if possible in your request.,70,2539,1,0.25
